Name,Details,Files,Action,"Fixed Version","Created by","Last edited by","Created time",Priority,"How many user experienced"
"Quiz attempt timestamp inconsistency between Dashboard and Admin Quiz Attempts","The same quiz attempt displays different timestamps on the frontend and backend. The *Student Dashboard → Quiz Attempts* page displays the *quiz start time*, while the *Admin Panel → Tutor LMS → Quiz Attempts* page displays the *quiz end/submission time*. Since both pages refer to the same quiz attempt without indicating which timestamp is being shown, this creates confusion.

*Steps to Reproduce:*
1. Log in as a student.
2. Start a quiz and spend a few minutes completing it.
3. Submit the quiz.
4. Navigate to *Dashboard → Quiz Attempts* (from the admin's profile) and note the displayed date and time for the quiz attempt.
5. Log in as an administrator and navigate to *WordPress Admin panel → Tutor LMS → Quiz Attempts*.
6. Locate the same quiz attempt and compare the displayed timestamp.
","F0BMJ95MVK2,F0BLHMFCVGT",Request,,U07AFKF2R19,U07AFKF2R19,"7/30/26, 12:41 AM","Hight Priority",0
"Course Bundle enrollment Show Incorrect Counts on Reports section","When a student is enrolled in a Course Bundle that contains two courses, the reports displayed on the Tutor LMS->reports->students->click on details button on student name and on details page it shows incorrect data.

Coruse enrolled: 2,
Course completed: 3,
Course in progress: -1",F0BLYL7DBB8,Request,,U07AFKF2R19,U07AFKF2R19,"7/31/26, 2:53 AM","Hight Priority",0
"Tutor LMS Learning Interface Renders Lesson & Quiz Pages in Quirks Mode (Missing DOCTYPE)","Lesson and Quiz pages rendered through the Tutor LMS Learning Interface are being served *without a `<!DOCTYPE html>` declaration*, causing browsers to render these pages in *Quirks Mode (`BackCompat`)* instead of *Standards Mode (`CSS1Compat`)*.
This behavior may lead to layout inconsistencies, scrolling issues, and incorrect CSS height calculations in different sites.",,Request,,U07B4GNP7RN,U07B4GNP7RN,"8/3/26, 12:47 PM",High,0
"WPML Warning on Courses page (Learners Dashboard)","Steps to reproduce : Attached",F0BMHLQ3FQW,Request,,U07ACRUL5N1,U07ACRUL5N1,"8/3/26, 1:59 PM",Mid,0
"Course Prerequisite Missing After Section Removal","When attempting to modify a course structure by removing a prerequisite from a specific section, the prerequisite course unexpectedly disappears from the list entirely rather than displaying properly.

Video: https://www.loom.com/share/2a3b10a46f9e47d096093f679005f808",,Accepted,,U07A949N6VC,U06C1MJDCFL,"8/5/26, 4:57 PM",Mid,0
"Plain '{site_url}' text showing in Login OTP email template header.","2FA login OTP email template does not process the {site_url} place holder please load it correctly.

This should be image permalink but it does not resolve from the function thus the placeholder loading in plain text format.

Reference File: `wp-content/plugins/tutor-pro/addons/auth/templates/email/login-otp.php`
Function call from: `wp-content/plugins/tutor-pro/addons/auth/classes/Utils.php` 

```public static function sent_login_otp($email, $otp)
    {
        $email_tpl = tutor_auth()->templates . 'email/login-otp.php';
        // translators: %s is the site name.
        $subject = sprintf(__('%s - Login OTP', 'tutor-pro'), get_bloginfo('name'));
        $site_url   = get_bloginfo('url');

        $data = array(
            '{login_otp}'            => $otp,
            '{testing_email_notice}' => '',
            '{footer_text}'          => tutor_pro_email_global_footer(),
            '{additional_footer}'    => __('This is an automatically generated email. Please do not reply to this email.', 'tutor-pro'),
        );

        $message = Mailer::prepare_template($email_tpl, $data);
        return Mailer::send_mail($email, $subject, $message);
    } ```",,Done,,U029V6VAVSP,U029V6VAVSP,"8/6/26, 4:36 PM",High,0
"Vimeo Captions/Subtitles Not Displaying in Tutor Player","Vimeo video captions/subtitles are not displaying in the Tutor Player after updating to *Tutor LMS 4.0.4*.
The same Vimeo video works correctly with captions in *Tutor LMS 3.9.13*, but captions do not appear in *Tutor LMS 4.0.4*, indicating a likely regression in the latest version.",,Request,,U07B4GNP7RN,U07B4GNP7RN,"8/11/26, 11:47 AM","Hight Priority",0
"2FA + Limit Active Device — Authentication Flow Conflict Causes Login Failure","There is a login issue when *Tutor 2FA* and *Limit Active Device* are enabled together.
When the active device/session limit is enabled, the *2FA login does not work properly*.

How the issue happens
1. The student logs in with their username and password.
2. Tutor LMS sends the OTP by email.
3. The student enters the OTP.
4. The login appears to be successful for a moment.
5. The system then checks the active-device limit.
6. If the limit has already been reached, the new device is not registered.
7. The student is then logged out again.
8. The student may see a *""Nonce verification failed""* message and gets stuck in a login loop.
9. Trying again may also send multiple OTP emails.
When Limit Active Device is enabled, it interferes with the Tutor 2FA login flow and prevents the user from logging in correctly.",,Request,,U07AFKF2R19,U07AFKF2R19,"8/12/26, 1:52 AM","Hight Priority",0
"Native Manual Payment Issue","In Tutor LMS v3.9.4, adding any link inside the Native Manual Payment description breaks the checkout.
 It removes all payment options and shows “No payment method selected” on checkout.",,Done,,U07AFNXBB98,U018QTESVGC,"1/6/26, 11:24 AM",,0
"Manual Payment not working for subscription purchases.","When setting the payment method manually, subscription courses cannot be purchased because no payment method is displayed on the checkout page.  With single courses its working fine.","F0A6UCB36SJ,F0A79B9CX09,F0A6Q296BU3",Rejected,,UP0RS7KFC,U018QTESVGC,"1/5/26, 11:48 PM",Mid,0
"Incomplete PayPal Orders Showing $0 on Retry mode payment","When a user attempts to pay with PayPal but doesn’t complete the payment, TutorLMS creates an “Unpaid / Incomplete” order. If the user then tries to retry payment, the checkout page reloads with Subtotal $0.00 and Grand Total $0.00, making it impossible to complete the purchase.
This happens consistently on multiple test attempts and live attempts. The cart loses the course item on retry.

User site to debug
https://staging.speakegyptianarabic.com/wp-admin
Username: tutorlms-support
Password: Toot0r$ml56",,"Tutor Add-ons and Theme",,U029V6VAVSP,U018QTESVGC,"1/12/26, 12:22 PM","Hight Priority",0
"Google Classroom publish issue","After importing a course from Google Classroom, when clicking the *Publish* button, an error occurs with an alert message ""something went wrong"" . The students are already present in Google Classroom, but the publish action fails and does not complete as expected.",F09CBNRL542,Done,,U07AFKF2R19,U018QTESVGC,"8/28/25, 2:07 AM","Hight Priority",0
"Unable to import existing lesson’s from private course in content bank.","Presently in content bank we can not import any existing lesson’s from the private course. Please add this ability also in content bank.",,Done,,U029V6VAVSP,U018QTESVGC,"8/11/25, 12:49 PM",,0
"Several problem with WPML translation in Tutor LMS lesson’s.","Translated content only working properly from English but not for other language.

Username:laura-tutor
Email:admin@symplexis.eu
Password:ZH1^sdIvBm3tWYsuVHjojh6G",,Done,,U029V6VAVSP,U018QTESVGC,"8/12/25, 1:21 PM",,0
"Native guest checkout","The native guest checkout filled with first name and last name are not registered properly. Leading to the profile pages first and last name field shown empty for the users as well as the backed users list https://prnt.sc/XhdCNlonjRiZ",,Done,,U07ACRUL5N1,U018QTESVGC,"8/13/25, 4:08 PM",,0
"Order status Email","Despite the order status email for the instructor being turned off, the instructor still receives those emails: https://prnt.sc/Lq82rVqbDA9B, https://prnt.sc/NuHgiEpZZbRf.",,Rejected,,U07ACRUL5N1,U018QTESVGC,"8/18/25, 4:23 PM",,0
"Tutor Video Player for Youtube needs improvement","When entering a lesson and switching the video to full screen, pressing the *TAB* key repeatedly eventually shifts the focus to an element that reveals the video’s *YouTube URL*.
This allows users to directly access the video resource, bypassing the intended protection layer added by Tutor LMS. As a result, content becomes exposed, since any student can extract the YouTube link and view it outside the platform. The issue does not occurs with Vimeo videos.

https://drive.google.com/file/d/1BR2yVNNdqQ4Ec-5gCrsi78VyVQGl5FmL/view?usp=sharing",,Feature,,U07ACRUL5N1,U018QTESVGC,"8/18/25, 5:31 PM",,0
"Woocommerce Subscription","Tutor LMS does not revoke course enrollment automatically when a WooCommerce subscription expires; enrollment remains active even after cancellation or expiry.",,Done,,U07B4GNP7RN,U018QTESVGC,"8/18/25, 7:02 PM",,0
"Woocommerce Subscription addon","When a subscription-type order is successfully checked out via WooCommerce, *two enrollment records* are created in Tutor LMS:
• One with *“Approved”* status
• Another with *“Pending”* status
This results in duplicate entries in the *Enrollments* area, which not only creates confusion for admins but also leads to unnecessary data being stored in the database.
Screenshot: https://prnt.sc/e5zcg9sW2aZ0",,Request,,U07ACRUL5N1,U07ACRUL5N1,"8/20/25, 12:54 PM",,0
"RTL language issue","RTL(Hebrew Language) layout breaks the course list box after recent update works fine in English (LTR) but Hebrew (RTL) causes broken layout. Need urgent fix for RTL styling compatibility.",,Done,,U07B4GNP7RN,U018QTESVGC,"8/22/25, 12:47 AM",,0
"Regarding Elementor Addon","“Coming Soon” courses don’t appear on Elementor Addon course list pages, though visible on default Tutor LMS pages.",,"Tutor Add-ons and Theme",,U07B4GNP7RN,U018QTESVGC,"8/26/25, 12:37 AM",,0
"Tutor video player for Vimeo issue on mobile devices","• On the mobile version of the Chrome browser, I click on play, but it plays without sound. Then, if I click to cancel the sound and put the sound back on, the sound plays.
• https://www.loom.com/share/043e90cbf6a64a8a95ee72b4a5538443?sid=f46f297f-0879-45a4-ae1a-6a0d8802b5e1",,Done,,U07ACRUL5N1,U018QTESVGC,"8/26/25, 12:51 PM","Hight Priority",0
"New Student Signup Email addon improvement","*Problem:* Tutor LMS emails include a *profile button/link*, but when public profiles are disabled, the button is still shown. Clicking it does not work or redirect to a valid profile.
*Concern:* The user questions why the button is included at all if it won’t function.
*Additional Point:* The user suggests that Admins and Instructors should still be able to access student profiles (via backend) even if public profiles are set to private.

• https://prnt.sc/r-674yGfr8UT",,Done,,U07ACRUL5N1,U018QTESVGC,"8/26/25, 1:28 PM",,0
"Regarding Apostrophe","Apostrophe in tutor_option certificate fields (tutor_cert_authorised_name, tutor_cert_authorised_company_name) adds extra slashes on each save, causing DB bloat and potential site crashes.",,Done,,U07B4GNP7RN,U018QTESVGC,"8/26/25, 9:56 PM",,0
"Shortcode overrides page template.","When the student-registration-form shortcode is used in a new page the form shortcode overrides the whole template and the change does not takes place.",,Request,,UP0RS7KFC,UP0RS7KFC,"8/29/25, 2:52 AM",,0
"Error’s in Stripe payment","One user getting an error while payment via Stripe please check and fix that.",F099CFS918B,Done,,U029V6VAVSP,U018QTESVGC,"8/8/25, 1:26 PM",,0
"About Course Bundle with woocommerce","The auto-created WooCommerce product for Course Bundles isn’t set as Virtual, causing shipping options at checkout. Single courses work correctly.",,Done,,U07B4GNP7RN,U018QTESVGC,"8/30/25, 12:08 AM",,0
"LaTeX equations are not displaying correctly on quiz details table","The quiz details table does not display LaTeX equations correctly in the *Correct Answer* column.",F09DWBE8N4Q,Done,,U07AFKF2R19,U018QTESVGC,"9/2/25, 3:45 PM",,0
"Regarding Subscription Renew","When WooCommerce subscriptions renew, Tutor LMS triggers the *Course Enrolled email* again. Users want this should only trigger on the initial enrollment.",,Done,,U07B4GNP7RN,U018QTESVGC,"9/3/25, 10:34 AM",,0
"Course Completion Email","If an assignment is added under a course and the *“Auto Complete Course on All Lesson Completion”* option is enabled, then the *course completion email* that should be sent to the student is instead being sent to the instructor, and the instructor’s name is incorrectly displayed as the student’s name.",,Done,,U07AFKF2R19,U018QTESVGC,"9/4/25, 4:47 PM","Hight Priority",0
"WPML redirection issue with Tutor LMS pro","When switching to Bangla(secondary language) from the homepage, the URL updates correctly to: `tutor.local/bn/`.
However, when switching back to English (default language), instead of returning to the homepage (`tutor.local`), the site redirects incorrectly to: `tutor.local/dashboard/`.",,Done,,U07AFKF2R19,U018QTESVGC,"9/8/25, 10:36 AM",,0
"Tutor LMS changes custom URL structure of users site","https://www.loom.com/share/3b0100fc088a4d15a1f76fec405a0090?sid=904ba847-7392-4f1d-a32c-40c34f6d9d54

```Currently, after every TutorLMS update we need to verify that permalinks haven't been changed to avoid an SEO disaster on our site.

We tested this on our site, and our preferred permalink structure (/category%/%postname%/) does not cause 404 issues.

We kindly ask for a fix to this problem, or alternatively, for an option that lets us decide whether permalink format should be modified automatically.```",,Accepted,,U07ACRUL5N1,U018QTESVGC,"9/9/25, 1:00 PM",,0
"Regarding Mark As Complete Button","The following issue is appearing while users set video completion timeframe.",F09F9AB0SM6,Done,,U07B4GNP7RN,U018QTESVGC,"9/10/25, 2:04 PM",,0
"Gradebook addon issue","We are using the *Gradebook* with *""Enable GPA Scale Limit""* enabled and a GPA scale limit of 10. In the *Grade Settings*, we have 10 Grade Badges (1–10), each mapped to a Grade Range percentage and corresponding Grade Points (e.g., Grade Name ""1"" = 0–10% = 1 point, Grade Name ""10"" = 91–99% = 10 points).
• *Bug #1:* If the Grade Range for Badge ""10"" is set to *91–100%*, then after a student completes at least one quiz, all other quizzes are automatically marked as completed with a Grade Point of 10. When the student later takes those quizzes, the grades update correctly, but the premature auto-completion is incorrect. https://prnt.sc/f4R6orVUkhLm, https://prnt.sc/1wHIZIZfnlxu
• *Bug #2:* To avoid Bug #1, we set the Grade Range for Badge ""10"" to *91–99%*. However, in this case, if a student scores *100%* on a quiz, the result is not synced with the Gradebook. For example, even if a student completes 6/6 quizzes with perfect scores, the Gradebook still shows *Quiz Complete: 0/6*. https://prnt.sc/0i7VVyuEh0am, https://prnt.sc/A5tARHp-dK3q",,Done,,U07ACRUL5N1,U018QTESVGC,"9/11/25, 12:23 PM","Hight Priority",0
"Quiz import issue","While importing a quiz, the “Attempts Allowed” value is correctly fetched from the CSV file on settings. However, it still displays as 1 on the frontend, even though the CSV file and the quiz settings specify more than one attempt.

As a result, students are only able to attempt the quiz once, regardless of the actual number of attempts.",,Done,,U07AFKF2R19,U018QTESVGC,"9/11/25, 1:45 PM",,0
"Tutor LMS dashboard time retrival translation issue","The function used here to retrieve the time is not aware of the site language and does not translate according to the site language: https://prnt.sc/425vmyGNho5B",,Rejected,,U07ACRUL5N1,U018QTESVGC,"9/11/25, 5:22 PM",,0
"Comment displaying issue.","There is an issue with the display order of comments under lessons. Instead of showing the oldest comments at the top and then listing the newer ones sequentially, the comments are not appearing in the correct order.",F09F76QQVF0,Rejected,,U07AFKF2R19,U018QTESVGC,"9/15/25, 11:59 AM",,0
"Email template issue","In Tutor LMS v3.8.0 the email templates are missing their CSS, so emails are rendering without style. It way perfect in Tutor LMS 3.7.4 version.",F09ESM16G4X,Done,,U07AFKF2R19,U018QTESVGC,"9/15/25, 12:40 PM",,0
"The Tutor LMS video player displays correctly on laptops, but on mobile devices, the fullscreen view is not responsive. When the phone is rotated to landscape, YouTube-hosted videos are poorly framed, cutting off (a little bit of) the top and bottom of the video.","*New lesson published* email is not sent.",,Rejected,,U07AFKF2R19,U07AFNXBB98,"9/15/25, 5:14 PM",,0
"Support for Zoom business account","if I have a zoom pro account with multiple sub accounts. how can I allow them to configure their own zoom accounts by their own? for example i have 3 teachers and i gave them 3 memebers account from my business account. how can they configure their own zoom account on the frontend",,Feature,,U029V6VAVSP,U018QTESVGC,"8/8/25, 3:18 PM",,0
"Console error is making some problem in course builder.","Some error appear in console while course builder open and course details page that making problem in some user end. Please resolve the erro.",F099X0WR665,Done,,U029V6VAVSP,U018QTESVGC,"8/8/25, 12:44 PM",,0
"Regarding Quiz Image Answering","Image-answering questions in quizzes show results as “pending” even after submission. Issue confirmed on latest Tutor LMS and Pro versions.",,Rejected,,U07B4GNP7RN,U018QTESVGC,"9/22/25, 1:52 PM",,0
"Manual email fatal error","*Fatal error*: Uncaught Error: Failed opening required '/Users/maizul/Local Sites/learndash/app/public/wp-content/plugins/tutor-pro/addons/tutor-email/views/email_styles.php' (include_path='.:/usr/share/php:/www/wp-content/pear') in /Users/maizul/Local Sites/learndash/app/public/wp-content/plugins/tutor-pro/templates/email/mailer.php:41 Stack trace: #0 /Users/maizul/Local Sites/learndash/app/public/wp-content/plugins/tutor-pro/addons/tutor-email/classes/Init.php(102): include() #1 /Users/maizul/Local Sites/learndash/app/public/wp-includes/class-wp-hook.php(324): TUTOR_EMAIL\Init->load_email_preview('') #2 /Users/maizul/Local Sites/learndash/app/public/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters(NULL, Array) #3 /Users/maizul/Local Sites/learndash/app/public/wp-includes/plugin.php(517): WP_Hook->do_action(Array) #4 /Users/maizul/Local Sites/learndash/app/public/wp-includes/template-loader.php(13): do_action('template_redire...') #5 /Users/maizul/Local Sites/learndash/app/public/wp-blog-header.php(19): require_once('/Users/maizul/L...') #6 /Users/maizul/Local Sites/learndash/app/public/index.php(17): require('/Users/maizul/L...') #7 {main} thrown in */Users/maizul/Local Sites/learndash/app/public/wp-content/plugins/tutor-pro/templates/email/mailer.php* on line *41*",,Done,,U07ACRUL5N1,U018QTESVGC,"8/8/25, 5:58 PM",,0
"Bug on PMPro","TutorStarter version 3.0.4 contains outdated copies of some WooCommerce v10.1.2 template files.",,"Tutor Add-ons and Theme",,U07B4GNP7RN,U018QTESVGC,"7/15/25, 1:10 AM",,0
"Announcement Email Formatting Issue","We have identified and reproduced an issue where announcement emails sent to students lose all paragraph formatting. Although instructors enter announcements using plain text with proper line breaks, and the content displays correctly on the course page, those line breaks are stripped during the email generation process. As a result, the email content appears as a single continuous block of text. This issue is not related to email clients, themes, or third-party plugins. The announcement content is stored correctly in the database, but the {announcement_content} placeholder does not preserve or convert line breaks to HTML at the final email rendering stage.",F0ABSPAJJP6,Done,,U07B4GNP7RN,U018QTESVGC,"1/29/26, 1:25 PM",High,0
"Manual enrollment revenue calculation error","When a student is manually enrolled in a course with a sale price set, the revenue is counted against the regular price instead of the sale price, causing a miscalculation for the instructor's earnings. https://prnt.sc/p_GbffraocLV.",,Done,,U07ACRUL5N1,U018QTESVGC,"1/27/26, 4:00 PM",Mid,0
"Subscription Renewal Emails Trigger “Expired/Cancellation” Incorrectly","During subscription renewal, the system momentarily marks the subscription as expired, which triggers the *“Subscription Expired” / “Cancellation” email*. Immediately after, the subscription status updates to active/renewed, sending the *“Subscription Renewed” email*. This results in users receiving two emails for a single renewal, which is confusing and negatively impacts UX.

Only the *“Subscription Renewed” email* should be sent after a successful renewal; expired/cancellation emails should not trigger during a valid renewal.",,Done,,U07B4GNP7RN,U018QTESVGC,"1/12/26, 4:03 PM",High,0
"About Auto Completion","Auto-complete feature fails for single-lesson courses even with Lesson auto-complete on video end enabled. Multi-lesson courses work fine.",,Accepted,,U07B4GNP7RN,U018QTESVGC,"8/22/25, 1:33 PM",,0
"Marketplace Course Sorting Issue","Currently, when an existing course is edited and updated, it moves to the top of the marketplace listing, overriding the intended order of newly published courses. The expected behavior is that only *newly published courses* appear at the top, while edited courses retain their original position.",,Done,,U07B4GNP7RN,U018QTESVGC,"1/12/26, 4:01 PM",High,0
"RTL Email Alignment Issue","In case of RTL languages, the email content is not properly right-aligned, it still appears left-aligned instead.",,Done,,U07AFKF2R19,U018QTESVGC,"11/8/25, 2:04 AM",Mid,0
"Outdated WooCommerce Template Files","TutorStarter version 3.0.4 contains outdated copies of some WooCommerce v10.1.2 template files.",,Done,,U07AFNXBB98,U018QTESVGC,"9/18/25, 1:07 AM",,0
"When Allow Instructors to Publish Courses is disabled","After the instructor submits the course for review to publish, the link for the course disappears: https://prnt.sc/cmaDy1ZTsw-b. Steps are recorded here : https://streamable.com/t14fw6",,Done,,U07ACRUL5N1,U018QTESVGC,"8/14/25, 4:11 PM",,0
"H5P Issue","Images in H5P content fail to load on iPhone 14 Plus, while working fine on desktop and Android devices.",,Done,,U07B4GNP7RN,U018QTESVGC,"7/26/25, 12:51 AM","Hight Priority",0
"Stripe Gateway Installation Fails with “Payment gateway download failed” Error","Users are unable to install the Stripe payment gateway from Tutor LMS Monetization settings. The installation fails with a “Payment gateway download failed” error.
https://prnt.sc/_ovY8Prgxf1t",,Done,,U018QTESVGC,U018QTESVGC,"4/24/26, 4:07 PM","Hight Priority",0
"Calender Issue","Calendar displays meeting on the previous day (e.g., shows 13th instead of 14th) despite correct countdown timer.",F095LBBBNAX,Done,,U07B4GNP7RN,U018QTESVGC,"7/15/25, 1:18 AM",,0
"Latex Issue","Latex ( \ ) is removed from lesson editor on each save. https://prnt.sc/0C1tJ9EuPxnl",,Done,,U07ACRUL5N1,U018QTESVGC,"7/16/25, 1:17 PM",,0
"Quiz timer issue","I started this quiz at 11:39 am. After that, I began working on other tabs, but even after 10 minutes had passed on the clock, only 3 minutes were counted on the quiz timer. https://prnt.sc/NinDgfjWaCus",,Done,,U07ACRUL5N1,U018QTESVGC,"8/6/25, 11:50 AM",,0
"Quiz Question batch processing.","Presently we can send single request for single quiz which is very time consuming we need bulk quiz create flexibility in API.",,Feature,,U029V6VAVSP,U018QTESVGC,"8/8/25, 12:05 PM",,0
"Elementor Addon","Course List widget image in Tutor LMS Elementor Addon breaks layout when column is set to 1.",F095BCCE8PR,"Tutor Add-ons and Theme",,U07B4GNP7RN,U018QTESVGC,"7/15/25, 1:46 AM",,0
"Assignment Datetime error","Assignment datetime error when site language is not English. https://prnt.sc/3FAnZMWFJdUH",,Done,,U07ACRUL5N1,U018QTESVGC,"7/16/25, 1:20 PM",,0
"Calendar Addon issue","If I have an event, such as a Zoom meeting, scheduled for September, it appears correctly when viewing the calendar in the July view. However, when I switch the calendar to September, the event scheduled for that month does not appear in the calendar view. screenshots: https://snipboard.io/aZ8cBz.jpg https://snipboard.io/b0ZwG8.jpg",,Done,,U07ACRUL5N1,U018QTESVGC,"7/16/25, 1:21 PM",,0
"Course builder UI issue","Lesson rearrangement lag when there are too many lessons. https://share.zight.com/Kou5A6WN",,Done,,U07ACRUL5N1,U018QTESVGC,"7/16/25, 1:22 PM",,0
"WooCommerce Subscription addon issue","When a user purchases a course bundle via WooCommerce subscription, they are correctly enrolled in the bundled courses. However, upon cancellation of the subscription, the user's enrollment is not canceled, and they continue to have access to the courses they have enrolled in via the course bundle.",F096BRA97J9,Done,,U07ACRUL5N1,U018QTESVGC,"7/18/25, 12:25 PM",,0
"Stripe Gateway Installation Fails with “Payment gateway download failed” Error","Users are unable to install the Stripe payment gateway from Tutor LMS Monetization settings. The installation fails with a “Payment gateway download failed” error.
https://prnt.sc/_ovY8Prgxf1t",,Done,,U07B4GNP7RN,U018QTESVGC,"4/16/26, 11:37 PM","Hight Priority",0
"Fatal Error After registration","Fatal Error issue did not solved yet, if the Email addons is not active but Email verification is turned one from the settings.",,Done,,U029V6VAVSP,U018QTESVGC,"7/23/25, 3:42 PM",,0
"Re-bill issue","Tutor LMS sends a ""New Student Enrolled"" email notification on subscription rebills, treating rebill events as new enrollments. This is causing confusion for instructors.",,Rejected,,U07B4GNP7RN,U018QTESVGC,"8/1/25, 1:37 AM",,0
"Public course feature issue","1. When a course has a price set and enabling the ""Public Course"" option, users cannot access the course from the course details page anymore. 
    ◦ If they are *not* logged in, they are taken to a sign in page
    ◦ If they are logged in, they are taken to a course access not available page.
• https://prnt.sc/hsr-30T6cfVQ",,Done,,U07ACRUL5N1,U018QTESVGC,"8/1/25, 12:16 PM",,0
"Assignment Vulnerability","We have received a confirmed vulnerability report from *Wordfence* regarding a *SQL Injection vulnerability* in *Tutor LMS Pro* plugin. The vulnerability affects the `get_submitted_assignments()` function and was responsibly disclosed to them by a researcher named _sergioframi_.

*Affected Versions*:
• Initially discovered in *v3.6.1*
• Still present in *v3.7.0*
*Vulnerable File & Function*:
• File: `tutor-pro/addons/tutor-assignments/classes/Assignments_List.php`
• Function: `get_submitted_assignments()`
• Line: *419*
*Proof of Concept Payload*:
```       GET /dashboard/assignments/submitted/?assignment=005&order=asc(select*from(select(sleep(20)))a)&current_page=1```
A 20-second delay can be observed, confirming the vulnerability to *time-based blind SQL Injection*.

Wordfence strongly advises using *`$wpdb->prepare()`* for *all dynamic SQL queries* that include user input. Wordfence may notify customers and the public following their coordinated disclosure policy. They request confirmation of receipt *within 14 days* to avoid accelerated disclosure.

Please prioritize this immediately to reduce exposure risk. Let me know if you need anything else from the report.",,Done,,U07A949N6VC,U018QTESVGC,"8/4/25, 1:33 PM",,0
"Woocommerce purchase history","I ordered multiple courses in one checkout. Although the courses are listed in one order correctly (https://prnt.sc/qAFnLKDk38-U), the generated invoice CSV shows only one course name. (https://prnt.sc/lLW_NiD-yO8G)",,Done,,U07ACRUL5N1,U018QTESVGC,"8/5/25, 1:24 PM",,0
"Enrollment Expiration not working","I have set the course expiration to 30 days. Then I enrolled in a course as a student. From the enrollment section, I have reduced the enrollment of the student to expire tomorrow https://prnt.sc/N84sRvkB0QNU. After a day passed, the enrollment shows expired, but the enrollment did not cancel since the course expiration is set to 30 days. However, if I set the course expiration to 1 day, the enrollment of the student will also get canceled.",,Done,,U07ACRUL5N1,U018QTESVGC,"8/6/25, 10:31 AM",,0
"Issue with certificate builder access without authentication","The certificate builder page in Tutor LMS is publicly accessible via URL parameters without authentication, posing a potential security vulnerability.

To check use the URL : https://pathwise.tutorlms.io/?action=tutor_certificate_builder&post=75741&cert_hash=131b0bac3d3ecf43&course_id=4465&orientation=landscape&format=jpg",,Done,,U07AFKF2R19,U018QTESVGC,"8/8/25, 2:14 AM",,0
"Regarding Payment Method","After latest update, PayPal in *Live Mode* doesn’t appear as payment method. Shows “Payment method not found.” Sandbox works fine.",,Rejected,,U07B4GNP7RN,U018QTESVGC,"9/22/25, 12:17 PM",,0
"Regarding Course List","Scheduled (coming soon) courses are not appearing in course lists when using Tutor LMS shortcodes or Elementor widgets. Only published courses display.",,Accepted,,U07B4GNP7RN,U018QTESVGC,"9/23/25, 10:33 AM",,0
"Course duplication issue.","The first problem concerns course duplication. We used this option when creating a larger and a smaller course. After creating a larger course called Ayurvedic Dietetics, we duplicated it and removed the dietary modules, creating a new course called Foundations of Ayurveda, which was shorter and cheaper. This approach saves us the work of creating courses from scratch. However, a problem has occurred.
Students enrolled in Foundations of Ayurveda “see” prerequisite requirements from the Ayurvedic Dietetics course, even though these prerequisites are not visible anywhere in the course creation panel. When they try to take a quiz, they see a prerequisite referring to another course, despite the fact that it is not indicated anywhere. It seems that something was duplicated somewhere, but we are unable to remove it.
The second issue concerns the inability to fast-forward videos. Our courses have different formats—sometimes they are asynchronous courses, and sometimes enrollment is manual and we upload recordings from live classes. When students want to return to these recordings, they cannot fast-forward the videos if strict course completion is enabled. On the other hand, if we set flexible completion, students in asynchronous courses can complete the course whenever they want, which is not desirable.",,Accepted,,U029V6VAVSP,U018QTESVGC,"1/5/26, 5:13 PM",High,0
"Character Encoding Issue in Course Gifting with Chinese Characters","During the process of gifting a course, if the *Recipient Name* or *Message* is entered using Chinese characters, the gift card displayed on the recipient’s side shows the content as raw Unicode strings (e.g., `\u91d1\u80d6...`) instead of the actual Chinese characters.

On the email body of that gift course notification, it also shows that unicode strings.",F09U78G02MU,Done,,U07AFKF2R19,U018QTESVGC,"11/20/25, 10:38 PM",Mid,0
"Custom trial price for memebership issue with Stripe payment","When the trial price is set to any value greater than zero, the Stripe checkout fails to process it and shows an error.
https://prnt.sc/96YwKO8XkEjA, https://prnt.sc/CaHcW_u5UuZV",,Done,,U07ACRUL5N1,U018QTESVGC,"11/1/25, 6:02 PM",High,0
"LearnDash to Tutor LMS Migration Not Working!","In latest version of *Tutor LMS Migration Tool*, *“Migrate Now”* button is not clickable. The migration process cannot be initiated. Rolling back to previous version of Migration Tool restores normal functionality, confirming that issue is specific to the latest update.",,"Tutor Add-ons and Theme",,U07A949N6VC,U018QTESVGC,"11/4/25, 5:17 PM",High,0
"Wrong Months shown in price in the course page.","The issue arises when using the tutor lms native subscription in monetization. Setting a course price for multiple months does not show the correct months in the course page price. For example in the attached image if you see the price is shown as 300/month which should be 4months. It provides incorrect information for the user. While checking out the correct month is shown. However, Due to the nature of this it confuses users regarding the actualy monthly price for the course and users do not purchase the course any more due to this mistake.","F09RM0DE2MN,F09QL8XMR99",Rejected,,UP0RS7KFC,U018QTESVGC,"11/5/25, 1:55 AM",High,0
"Instructor list showing pending users due to wrong meta key join","The query that fetches instructors for `[tutor_instructor_list]` was incorrectly joining the user meta table, the instructor list was showing users with pending value of *_tutor_instructor_status* meta_key,  because the query was getting the approval status from another wrong meta key.

As a result, if any meta key has the value 'approved' but *_tutor_instructor_status* is still 'pending', the instructor’s name is still shown.",,Done,,U07AFKF2R19,U018QTESVGC,"11/11/25, 1:40 AM",High,0
